year,geo,Asset,type,value
2015,YT,Other engineering construction,EMPLT,0.005842041029065
2015,YT,Other engineering construction,EMPL_DIR,0.001808800916834
2015,YT,Other engineering construction,GDPD,0.236456606343626
2015,YT,Other engineering construction,GDPT,0.744307797095417
2015,YT,Other engineering construction,IMPT,0.243042127115133
2015,YT,Other engineering construction,IMP_DIR,0.158902288709392
2015,YT,Other engineering construction,IMP_INI,0
2015,YT,Other engineering construction,TAXFND,0.000487092060399
2015,YT,Other engineering construction,WSLID,0.165198372179155
2015,YT,Other engineering construction,WSLIT,0.486209687259916
2015,YT,Other institutional buildings,EMPLT,0.006249034568758
2015,YT,Other institutional buildings,EMPL_DIR,0.003645832305108
2015,YT,Other institutional buildings,GDPD,0.530735817097854
2015,YT,Other institutional buildings,GDPT,0.810307091698616
2015,YT,Other institutional buildings,IMPT,0.179514245980742
2015,YT,Other institutional buildings,IMP_DIR,0.13747986956134
2015,YT,Other institutional buildings,IMP_INI,0
2015,YT,Other institutional buildings,TAXFND,0.003662364841298
2015,YT,Other institutional buildings,WSLID,0.234966938727382
2015,YT,Other institutional buildings,WSLIT,0.396561510648338
2015,YT,Other miscellaneous general-purpose machinery,EMPLT,0.002391174003126
2015,YT,Other miscellaneous general-purpose machinery,EMPL_DIR,0.001690595890011
2015,YT,Other miscellaneous general-purpose machinery,GDPD,0.196787610098473
2015,YT,Other miscellaneous general-purpose machinery,GDPT,0.27045335381475
2015,YT,Other miscellaneous general-purpose machinery,IMPT,0.044812574831436
2015,YT,Other miscellaneous general-purpose machinery,IMP_DIR,0.032213108820097
2015,YT,Other miscellaneous general-purpose machinery,IMP_INI,0.663447023059889
2015,YT,Other miscellaneous general-purpose machinery,TAXFND,0.001946607341491
2015,YT,Other miscellaneous general-purpose machinery,WSLID,0.129284786109102
2015,YT,Other miscellaneous general-purpose machinery,WSLIT,0.170760358299443
2015,YT,Other oil and gas engineering construction,EMPLT,0.007392585143938
2015,YT,Other oil and gas engineering construction,EMPL_DIR,0.004229520409981
2015,YT,Other oil and gas engineering construction,GDPD,0.317647058823529
2015,YT,Other oil and gas engineering construction,GDPT,0.695227097373878
2015,YT,Other oil and gas engineering construction,IMPT,0.298424962401156
2015,YT,Other oil and gas engineering construction,IMP_DIR,0.244551493540649
2015,YT,Other oil and gas engineering construction,IMP_INI,0
2015,YT,Other oil and gas engineering construction,TAXFND,0
2015,YT,Other oil and gas engineering construction,WSLID,0.294117647058823
2015,YT,Other oil and gas engineering construction,WSLIT,0.533736613464813
2015,YT,Other transportation construction,EMPLT,0.005956527702131
2015,YT,Other transportation construction,EMPL_DIR,0.004036151989895
2015,YT,Other transportation construction,GDPD,0.675094128413077
2015,YT,Other transportation construction,GDPT,0.919847442268515
2015,YT,Other transportation construction,IMPT,0.074915890176427
2015,YT,Other transportation construction,IMP_DIR,0.044703586879371
2015,YT,Other transportation construction,IMP_INI,0
2015,YT,Other transportation construction,TAXFND,0.000502702023376
2015,YT,Other transportation construction,WSLID,0.287949521075632
2015,YT,Other transportation construction,WSLIT,0.421334853133397
2015,YT,Railroad rolling stocks,EMPLT,0
2015,YT,Railroad rolling stocks,EMPL_DIR,0
2015,YT,Railroad rolling stocks,GDPD,0
2015,YT,Railroad rolling stocks,GDPT,0
2015,YT,Railroad rolling stocks,IMPT,0
2015,YT,Railroad rolling stocks,IMP_DIR,0
2015,YT,Railroad rolling stocks,IMP_INI,1
2015,YT,Railroad rolling stocks,TAXFND,0
2015,YT,Railroad rolling stocks,WSLID,0
2015,YT,Railroad rolling stocks,WSLIT,0
2015,YT,"Schools, colleges, universities and other educational buildings",EMPLT,0.006267489253624
2015,YT,"Schools, colleges, universities and other educational buildings",EMPL_DIR,0.003656599198062
2015,YT,"Schools, colleges, universities and other educational buildings",GDPD,0.532303189168539
2015,YT,"Schools, colleges, universities and other educational buildings",GDPT,0.812700095267043
2015,YT,"Schools, colleges, universities and other educational buildings",IMPT,0.180044388485498
2015,YT,"Schools, colleges, universities and other educational buildings",IMP_DIR,0.137885875903649
2015,YT,"Schools, colleges, universities and other educational buildings",IMP_INI,0
2015,YT,"Schools, colleges, universities and other educational buildings",TAXFND,0.000719974800882
2015,YT,"Schools, colleges, universities and other educational buildings",WSLID,0.235660844443619
2015,YT,"Schools, colleges, universities and other educational buildings",WSLIT,0.397732638384728
2015,YT,Sewage engineering construction,EMPLT,0.005844888027617
2015,YT,Sewage engineering construction,EMPL_DIR,0.001809682398762
2015,YT,Sewage engineering construction,GDPD,0.236571838607926
2015,YT,Sewage engineering construction,GDPT,0.744670520193417
2015,YT,Sewage engineering construction,IMPT,0.243160568697548
2015,YT,Sewage engineering construction,IMP_DIR,0.158979726471921
2015,YT,Sewage engineering construction,IMP_INI,0
2015,YT,Sewage engineering construction,TAXFND,0
2015,YT,Sewage engineering construction,WSLID,0.165278878208482
2015,YT,Sewage engineering construction,WSLIT,0.486446631551952
2015,YT,Transformers,EMPLT,0.003516196928793
2015,YT,Transformers,EMPL_DIR,0.00186216139966
2015,YT,Transformers,GDPD,0.240862089807198
2015,YT,Transformers,GDPT,0.415301147034129
2015,YT,Transformers,IMPT,0.226720912778488
2015,YT,Transformers,IMP_DIR,0.181513513169972
2015,YT,Transformers,IMP_INI,0.331836722340771
2015,YT,Transformers,TAXFND,0
2015,YT,Transformers,WSLID,0.143487485812752
2015,YT,Transformers,WSLIT,0.240971869110866
2015,YT,Turbines and turbine generator set units,EMPLT,0.002249255155034
2015,YT,Turbines and turbine generator set units,EMPL_DIR,0.001610001991299
2015,YT,Turbines and turbine generator set units,GDPD,0.203407667304037
2015,YT,Turbines and turbine generator set units,GDPT,0.271418001860092
2015,YT,Turbines and turbine generator set units,IMPT,0.022206562509871
2015,YT,Turbines and turbine generator set units,IMP_DIR,0.012395372802477
2015,YT,Turbines and turbine generator set units,IMP_INI,0.684277717764902
2015,YT,Turbines and turbine generator set units,TAXFND,0
2015,YT,Turbines and turbine generator set units,WSLID,0.139849528291367
2015,YT,Turbines and turbine generator set units,WSLIT,0.177820391614698
2015,YT,Waterworks engineering construction,EMPLT,0.005844888027617
2015,YT,Waterworks engineering construction,EMPL_DIR,0.001809682398762
2015,YT,Waterworks engineering construction,GDPD,0.236571838607926
2015,YT,Waterworks engineering construction,GDPT,0.744670520193417
2015,YT,Waterworks engineering construction,IMPT,0.243160568697548
2015,YT,Waterworks engineering construction,IMP_DIR,0.158979726471921
2015,YT,Waterworks engineering construction,IMP_INI,0
2015,YT,Waterworks engineering construction,TAXFND,0
2015,YT,Waterworks engineering construction,WSLID,0.165278878208482
2015,YT,Waterworks engineering construction,WSLIT,0.486446631551952
